current_path	proposed_path	disposition	confidence	routing_rule	rationale
BNP Internship/_Summer_Intern_Certification_Forms.pdf	experience-and-portfolio/employers/BNP Paribas/_Summer_Intern_Certification_Forms.pdf	move-as-bundle	high	BNP Internship/	Employer/internship records rather than recruiting submissions.
BNP Internship/personal account page upload_1_1.pdf	experience-and-portfolio/employers/BNP Paribas/personal account page upload_1_1.pdf	move-as-bundle	high	BNP Internship/	Employer/internship records rather than recruiting submissions.
Beach Headshot.jpg	career-core/profile-assets/Beach Headshot.jpg	proposed-move	high	Beach Headshot.jpg	Professional/profile image candidate.
Ben Resume/Updated Resume.docx	reference-materials/resume-examples/Ben Resume/Updated Resume.docx	move-as-bundle	medium	Ben Resume/	Appears to be another person's resume used as reference; content review required.
Carolina Fund Stock Pitch/.DS_Store	legacy-unclassified/system-metadata/Carolina Fund Stock Pitch/.DS_Store	metadata-quarantine	high	[metadata rule]	Finder metadata or Office temporary/lock file; quarantine without treating it as substantive evidence or deleting it.
Carolina Fund Stock Pitch/APA Corp DCF.xlsx	experience-and-portfolio/investment-projects/Carolina Fund Stock Pitch/APA Corp DCF.xlsx	move-as-bundle	high	Carolina Fund Stock Pitch/	Investment-project evidence and working files.
Carolina Fund Stock Pitch/APA Corporation NasdaqGS APA Financials Income Statement.xls	experience-and-portfolio/investment-projects/Carolina Fund Stock Pitch/APA Corporation NasdaqGS APA Financials Income Statement.xls	move-as-bundle	high	Carolina Fund Stock Pitch/	Investment-project evidence and working files.
Carolina Fund Stock Pitch/Carolina Fund NAV/Carnival Cruises-P1.pptx	experience-and-portfolio/investment-projects/Carolina Fund Stock Pitch/Carolina Fund NAV/Carnival Cruises-P1.pptx	move-as-bundle	high	Carolina Fund Stock Pitch/	Investment-project evidence and working files.
Carolina Fund Stock Pitch/Carolina Fund Stock Pitch.pdf	experience-and-portfolio/investment-projects/Carolina Fund Stock Pitch/Carolina Fund Stock Pitch.pdf	move-as-bundle	high	Carolina Fund Stock Pitch/	Investment-project evidence and working files.
Carolina Fund Stock Pitch/DCF 2.xls	experience-and-portfolio/investment-projects/Carolina Fund Stock Pitch/DCF 2.xls	move-as-bundle	high	Carolina Fund Stock Pitch/	Investment-project evidence and working files.
Carolina Fund Stock Pitch/DCF Not Corrupted.xlsx	experience-and-portfolio/investment-projects/Carolina Fund Stock Pitch/DCF Not Corrupted.xlsx	move-as-bundle	high	Carolina Fund Stock Pitch/	Investment-project evidence and working files.
Carolina Fund Stock Pitch/DCF.xls	experience-and-portfolio/investment-projects/Carolina Fund Stock Pitch/DCF.xls	move-as-bundle	high	Carolina Fund Stock Pitch/	Investment-project evidence and working files.
Carolina Fund Stock Pitch/DCF.xlsx	experience-and-portfolio/investment-projects/Carolina Fund Stock Pitch/DCF.xlsx	move-as-bundle	high	Carolina Fund Stock Pitch/	Investment-project evidence and working files.
Carolina Fund Stock Pitch/F9745C40	experience-and-portfolio/investment-projects/Carolina Fund Stock Pitch/F9745C40	move-as-bundle	high	Carolina Fund Stock Pitch/	Investment-project evidence and working files.
Carolina Fund Stock Pitch/HSY/HSY Stock Pitch Final.pptx	experience-and-portfolio/investment-projects/Carolina Fund Stock Pitch/HSY/HSY Stock Pitch Final.pptx	move-as-bundle	high	Carolina Fund Stock Pitch/	Investment-project evidence and working files.
Carolina Fund Stock Pitch/HSY/The Hershey Company NYSE HSY Financials.xls	experience-and-portfolio/investment-projects/Carolina Fund Stock Pitch/HSY/The Hershey Company NYSE HSY Financials.xls	move-as-bundle	high	Carolina Fund Stock Pitch/	Investment-project evidence and working files.
Carolina Fund Stock Pitch/Kimco/CFI-Football-Field-Chart-Template.xlsx	experience-and-portfolio/investment-projects/Carolina Fund Stock Pitch/Kimco/CFI-Football-Field-Chart-Template.xlsx	move-as-bundle	high	Carolina Fund Stock Pitch/	Investment-project evidence and working files.
Carolina Fund Stock Pitch/Kimco/DCF KIMCO.xlsx	experience-and-portfolio/investment-projects/Carolina Fund Stock Pitch/Kimco/DCF KIMCO.xlsx	move-as-bundle	high	Carolina Fund Stock Pitch/	Investment-project evidence and working files.
Carolina Fund Stock Pitch/Kimco/Kimco Realty Corporation NYSE KIM Financials (version 1).xlsx	experience-and-portfolio/investment-projects/Carolina Fund Stock Pitch/Kimco/Kimco Realty Corporation NYSE KIM Financials (version 1).xlsx	move-as-bundle	high	Carolina Fund Stock Pitch/	Investment-project evidence and working files.
Carolina Fund Stock Pitch/Kimco/Kimco Realty Corporation NYSE KIM Financials.xls	experience-and-portfolio/investment-projects/Carolina Fund Stock Pitch/Kimco/Kimco Realty Corporation NYSE KIM Financials.xls	move-as-bundle	high	Carolina Fund Stock Pitch/	Investment-project evidence and working files.
Carolina Fund Stock Pitch/The Hershey Company NYSE HSY Financials Income Statement.xls	experience-and-portfolio/investment-projects/Carolina Fund Stock Pitch/The Hershey Company NYSE HSY Financials Income Statement.xls	move-as-bundle	high	Carolina Fund Stock Pitch/	Investment-project evidence and working files.
Chase Mentor-Mentee/Chase McShane Cover Letter GCC (1).docx	outreach/contacts-and-introductions/Chase Mentor-Mentee/Chase McShane Cover Letter GCC (1).docx	move-as-bundle	medium	Chase Mentor-Mentee/	Relationship/mentorship context appears controlling; verify before move.
Chase Mentor-Mentee/Chase McShane Cover Letter GCC.pdf	outreach/contacts-and-introductions/Chase Mentor-Mentee/Chase McShane Cover Letter GCC.pdf	move-as-bundle	medium	Chase Mentor-Mentee/	Relationship/mentorship context appears controlling; verify before move.
Chase Mentor-Mentee/McShane_Resume.docx	outreach/contacts-and-introductions/Chase Mentor-Mentee/McShane_Resume.docx	move-as-bundle	medium	Chase Mentor-Mentee/	Relationship/mentorship context appears controlling; verify before move.
Citi Interview Prep/400-Finance-Questions.pdf	recruiting/interview-prep/Citi/400-Finance-Questions.pdf	move-as-bundle	high	Citi Interview Prep/	Interview preparation and recording.
Citi Interview Prep/MICROSOFT_20240426_0401.pdf	recruiting/interview-prep/Citi/MICROSOFT_20240426_0401.pdf	move-as-bundle	high	Citi Interview Prep/	Interview preparation and recording.
Citi Interview Prep/SMBC%20SD%20Prep.pdf.pdf	recruiting/interview-prep/Citi/SMBC%20SD%20Prep.pdf.pdf	move-as-bundle	high	Citi Interview Prep/	Interview preparation and recording.
Citi Interview Prep/Wall Stret Prep Guide FIG Q&A.pdf	recruiting/interview-prep/Citi/Wall Stret Prep Guide FIG Q&A.pdf	move-as-bundle	high	Citi Interview Prep/	Interview preparation and recording.
Citi Interview Prep/Yuna Networking Call.m4a	recruiting/interview-prep/Citi/Yuna Networking Call.m4a	move-as-bundle	high	Citi Interview Prep/	Interview preparation and recording.
DB Achieve Essay Draft 3.docx	recruiting/applications/legacy-undergraduate/Deutsche Bank/DB Achieve Essay Draft 3.docx	proposed-move	high	DB Achieve Essay Draft 3.docx	Opportunity-specific application essay.
DB Screenshots/Screenshot 2023-11-28 172413.png	recruiting/applications/legacy-undergraduate/Deutsche Bank/screenshots/Screenshot 2023-11-28 172413.png	move-as-bundle	medium	DB Screenshots/	Likely application evidence; exact program should remain unresolved.
DB Screenshots/Screenshot 2023-11-28 172534.png	recruiting/applications/legacy-undergraduate/Deutsche Bank/screenshots/Screenshot 2023-11-28 172534.png	move-as-bundle	medium	DB Screenshots/	Likely application evidence; exact program should remain unresolved.
DB Screenshots/Screenshot 2023-11-28 172620.png	recruiting/applications/legacy-undergraduate/Deutsche Bank/screenshots/Screenshot 2023-11-28 172620.png	move-as-bundle	medium	DB Screenshots/	Likely application evidence; exact program should remain unresolved.
Darla Headshot.JPG	career-core/profile-assets/Darla Headshot.JPG	proposed-move	high	Darla Headshot.JPG	Professional/profile image candidate.
Email Signature.docx	career-core/profile-assets/Email Signature.docx	proposed-move	high	Email Signature.docx	Reusable professional identity asset.
Finance Friday Panelists.HEIC	outreach/events/Finance Friday/Finance Friday Panelists.HEIC	proposed-move	medium	Finance Friday Panelists.HEIC	Likely event/networking evidence; inspect before move.
Finance Resume Sample.doc	reference-materials/resume-examples/Finance Resume Sample.doc	proposed-move	high	Finance Resume Sample.doc	Reference resume, not Leo's authoritative resume.
Forte Capital Group/Ceros Pre-Hire Form - Leo Goldberg.pdf	experience-and-portfolio/employers/Forte Capital Group/Ceros Pre-Hire Form - Leo Goldberg.pdf	move-as-bundle	high	Forte Capital Group/	Employer/internship documentation.
Forte Capital Group/Ceros Pre-Hire Form 5-18-2023 (5).pdf	experience-and-portfolio/employers/Forte Capital Group/Ceros Pre-Hire Form 5-18-2023 (5).pdf	move-as-bundle	high	Forte Capital Group/	Employer/internship documentation.
Forte Capital Group/Order Confirmation - Pass Perfect.pdf	experience-and-portfolio/employers/Forte Capital Group/Order Confirmation - Pass Perfect.pdf	move-as-bundle	high	Forte Capital Group/	Employer/internship documentation.
GAM & CL/Amerant/Leo Goldberg Cover Letter.docx	recruiting/applications/legacy-undergraduate/GAM-and-cover-letters/Amerant/Leo Goldberg Cover Letter.docx	proposed-move	medium	GAM & CL/	Application-cycle collection; preserve company bundles and review generic guidance separately.
GAM & CL/Amerant/Leo Goldberg Cover Letter.pdf	recruiting/applications/legacy-undergraduate/GAM-and-cover-letters/Amerant/Leo Goldberg Cover Letter.pdf	proposed-move	medium	GAM & CL/	Application-cycle collection; preserve company bundles and review generic guidance separately.
GAM & CL/Barclays/Leo Goldberg Cover Letter.docx	recruiting/applications/legacy-undergraduate/GAM-and-cover-letters/Barclays/Leo Goldberg Cover Letter.docx	proposed-move	medium	GAM & CL/	Application-cycle collection; preserve company bundles and review generic guidance separately.
GAM & CL/Barclays/Leo Goldberg Cover Letter.pdf	recruiting/applications/legacy-undergraduate/GAM-and-cover-letters/Barclays/Leo Goldberg Cover Letter.pdf	proposed-move	medium	GAM & CL/	Application-cycle collection; preserve company bundles and review generic guidance separately.
GAM & CL/Citi Cover Letter/Leo Goldberg Cover Letter New.docx	recruiting/applications/legacy-undergraduate/GAM-and-cover-letters/Citi Cover Letter/Leo Goldberg Cover Letter New.docx	proposed-move	medium	GAM & CL/	Application-cycle collection; preserve company bundles and review generic guidance separately.
GAM & CL/Citi Cover Letter/Leo Goldberg Cover Letter.docx	recruiting/applications/legacy-undergraduate/GAM-and-cover-letters/Citi Cover Letter/Leo Goldberg Cover Letter.docx	proposed-move	medium	GAM & CL/	Application-cycle collection; preserve company bundles and review generic guidance separately.
GAM & CL/Citi Cover Letter/Leo Goldberg Cover Letter.pdf	recruiting/applications/legacy-undergraduate/GAM-and-cover-letters/Citi Cover Letter/Leo Goldberg Cover Letter.pdf	proposed-move	medium	GAM & CL/	Application-cycle collection; preserve company bundles and review generic guidance separately.
GAM & CL/Cover Letter Tips/Screenshot 2023-12-25 163625.png	reference-materials/career-guides/Cover Letter Tips/Screenshot 2023-12-25 163625.png	move-as-bundle	high	GAM & CL/Cover Letter Tips/	Reusable guidance, not one application.
GAM & CL/Deutsche/2025 Capital Markets/Leo Goldberg Cover Letter.docx	recruiting/applications/legacy-undergraduate/GAM-and-cover-letters/Deutsche/2025 Capital Markets/Leo Goldberg Cover Letter.docx	proposed-move	medium	GAM & CL/	Application-cycle collection; preserve company bundles and review generic guidance separately.
GAM & CL/Deutsche/2025 Capital Markets/Leo Goldberg Cover Letter.pdf	recruiting/applications/legacy-undergraduate/GAM-and-cover-letters/Deutsche/2025 Capital Markets/Leo Goldberg Cover Letter.pdf	proposed-move	medium	GAM & CL/	Application-cycle collection; preserve company bundles and review generic guidance separately.
GAM & CL/Deutsche/2025 Corporate Finance Capital Markets/Leo Goldberg Cover Letter.docx	recruiting/applications/legacy-undergraduate/GAM-and-cover-letters/Deutsche/2025 Corporate Finance Capital Markets/Leo Goldberg Cover Letter.docx	proposed-move	medium	GAM & CL/	Application-cycle collection; preserve company bundles and review generic guidance separately.
GAM & CL/Deutsche/2025 Corporate Finance/Leo Goldberg Cover Letter Corporate Finance 2025.docx	recruiting/applications/legacy-undergraduate/GAM-and-cover-letters/Deutsche/2025 Corporate Finance/Leo Goldberg Cover Letter Corporate Finance 2025.docx	proposed-move	medium	GAM & CL/	Application-cycle collection; preserve company bundles and review generic guidance separately.
GAM & CL/Deutsche/2025 Corporate Finance/Leo Goldberg Cover Letter.pdf	recruiting/applications/legacy-undergraduate/GAM-and-cover-letters/Deutsche/2025 Corporate Finance/Leo Goldberg Cover Letter.pdf	proposed-move	medium	GAM & CL/	Application-cycle collection; preserve company bundles and review generic guidance separately.
GAM & CL/Deutsche/DB Achieve FIC Cover Letter/Leo Goldberg Cover Letter 1.docx	recruiting/applications/legacy-undergraduate/GAM-and-cover-letters/Deutsche/DB Achieve FIC Cover Letter/Leo Goldberg Cover Letter 1.docx	proposed-move	medium	GAM & CL/	Application-cycle collection; preserve company bundles and review generic guidance separately.
GAM & CL/Deutsche/DB Achieve FIC Cover Letter/Leo Goldberg Cover Letter Corporate Finance.docx	recruiting/applications/legacy-undergraduate/GAM-and-cover-letters/Deutsche/DB Achieve FIC Cover Letter/Leo Goldberg Cover Letter Corporate Finance.docx	proposed-move	medium	GAM & CL/	Application-cycle collection; preserve company bundles and review generic guidance separately.
GAM & CL/Deutsche/DB Achieve FIC Cover Letter/Leo Goldberg Cover Letter Fixed Income.docx	recruiting/applications/legacy-undergraduate/GAM-and-cover-letters/Deutsche/DB Achieve FIC Cover Letter/Leo Goldberg Cover Letter Fixed Income.docx	proposed-move	medium	GAM & CL/	Application-cycle collection; preserve company bundles and review generic guidance separately.
GAM & CL/Deutsche/DB Achieve FIC Cover Letter/Leo Goldberg Cover Letter.pdf	recruiting/applications/legacy-undergraduate/GAM-and-cover-letters/Deutsche/DB Achieve FIC Cover Letter/Leo Goldberg Cover Letter.pdf	proposed-move	medium	GAM & CL/	Application-cycle collection; preserve company bundles and review generic guidance separately.
GAM & CL/Deutsche/DB Summer 2025 IB/Leo Goldberg Cover Letter Corporate Finance.docx	recruiting/applications/legacy-undergraduate/GAM-and-cover-letters/Deutsche/DB Summer 2025 IB/Leo Goldberg Cover Letter Corporate Finance.docx	proposed-move	medium	GAM & CL/	Application-cycle collection; preserve company bundles and review generic guidance separately.
GAM & CL/Deutsche/DB Summer 2025 IB/Leo Goldberg Cover Letter.pdf	recruiting/applications/legacy-undergraduate/GAM-and-cover-letters/Deutsche/DB Summer 2025 IB/Leo Goldberg Cover Letter.pdf	proposed-move	medium	GAM & CL/	Application-cycle collection; preserve company bundles and review generic guidance separately.
GAM & CL/Deutsche/Db AChieve Essay/DB Achieve Cover Letter Draft 1.docx	recruiting/applications/legacy-undergraduate/GAM-and-cover-letters/Deutsche/Db AChieve Essay/DB Achieve Cover Letter Draft 1.docx	proposed-move	medium	GAM & CL/	Application-cycle collection; preserve company bundles and review generic guidance separately.
GAM & CL/Deutsche/Db AChieve Essay/DB Achieve Diversity Essay.pdf	recruiting/applications/legacy-undergraduate/GAM-and-cover-letters/Deutsche/Db AChieve Essay/DB Achieve Diversity Essay.pdf	proposed-move	medium	GAM & CL/	Application-cycle collection; preserve company bundles and review generic guidance separately.
GAM & CL/Deutsche/Db Achieve IB Cover Letter/Leo Goldberg Cover Letter Corporate Finance SG Edits.pdf	recruiting/applications/legacy-undergraduate/GAM-and-cover-letters/Deutsche/Db Achieve IB Cover Letter/Leo Goldberg Cover Letter Corporate Finance SG Edits.pdf	proposed-move	medium	GAM & CL/	Application-cycle collection; preserve company bundles and review generic guidance separately.
GAM & CL/Deutsche/Db Achieve IB Cover Letter/Leo Goldberg Cover Letter Corporate Finance.docx	recruiting/applications/legacy-undergraduate/GAM-and-cover-letters/Deutsche/Db Achieve IB Cover Letter/Leo Goldberg Cover Letter Corporate Finance.docx	proposed-move	medium	GAM & CL/	Application-cycle collection; preserve company bundles and review generic guidance separately.
GAM & CL/Deutsche/Db Achieve IB Cover Letter/Leo Goldberg Cover Letter.pdf	recruiting/applications/legacy-undergraduate/GAM-and-cover-letters/Deutsche/Db Achieve IB Cover Letter/Leo Goldberg Cover Letter.pdf	proposed-move	medium	GAM & CL/	Application-cycle collection; preserve company bundles and review generic guidance separately.
GAM & CL/Deutsche/Db Achieve Wealth Mgmt Cover Letter/Wealth Management Cover Letter.docx	recruiting/applications/legacy-undergraduate/GAM-and-cover-letters/Deutsche/Db Achieve Wealth Mgmt Cover Letter/Wealth Management Cover Letter.docx	proposed-move	medium	GAM & CL/	Application-cycle collection; preserve company bundles and review generic guidance separately.
GAM & CL/Goldman Sachs/Leo Goldberg Cover Letter.docx	recruiting/applications/legacy-undergraduate/GAM-and-cover-letters/Goldman Sachs/Leo Goldberg Cover Letter.docx	proposed-move	medium	GAM & CL/	Application-cycle collection; preserve company bundles and review generic guidance separately.
GAM & CL/Goldman Sachs/Leo Goldberg Cover Letter.pdf	recruiting/applications/legacy-undergraduate/GAM-and-cover-letters/Goldman Sachs/Leo Goldberg Cover Letter.pdf	proposed-move	medium	GAM & CL/	Application-cycle collection; preserve company bundles and review generic guidance separately.
GAM & CL/Houlihan Lokey/Leo Goldberg Cover Letter.docx	recruiting/applications/legacy-undergraduate/GAM-and-cover-letters/Houlihan Lokey/Leo Goldberg Cover Letter.docx	proposed-move	medium	GAM & CL/	Application-cycle collection; preserve company bundles and review generic guidance separately.
GAM & CL/Houlihan Lokey/Leo Goldberg Cover Letter.pdf	recruiting/applications/legacy-undergraduate/GAM-and-cover-letters/Houlihan Lokey/Leo Goldberg Cover Letter.pdf	proposed-move	medium	GAM & CL/	Application-cycle collection; preserve company bundles and review generic guidance separately.
GAM & CL/JP Morgan MMBSI/Leo Goldberg Cover Letter.docx	recruiting/applications/legacy-undergraduate/GAM-and-cover-letters/JP Morgan MMBSI/Leo Goldberg Cover Letter.docx	proposed-move	medium	GAM & CL/	Application-cycle collection; preserve company bundles and review generic guidance separately.
GAM & CL/JP Morgan MMBSI/Leo Goldberg Cover Letter.pdf	recruiting/applications/legacy-undergraduate/GAM-and-cover-letters/JP Morgan MMBSI/Leo Goldberg Cover Letter.pdf	proposed-move	medium	GAM & CL/	Application-cycle collection; preserve company bundles and review generic guidance separately.
GAM & CL/Jefferies/Jefferies Class of 2026 NY Diversity Symposium/Leo Goldberg Personal Statement.docx	recruiting/applications/legacy-undergraduate/GAM-and-cover-letters/Jefferies/Jefferies Class of 2026 NY Diversity Symposium/Leo Goldberg Personal Statement.docx	proposed-move	medium	GAM & CL/	Application-cycle collection; preserve company bundles and review generic guidance separately.
GAM & CL/KPMG/KPMG paragraph.docx	recruiting/applications/legacy-undergraduate/GAM-and-cover-letters/KPMG/KPMG paragraph.docx	proposed-move	medium	GAM & CL/	Application-cycle collection; preserve company bundles and review generic guidance separately.
GAM & CL/KPMG/Leo Goldberg Statement.pdf	recruiting/applications/legacy-undergraduate/GAM-and-cover-letters/KPMG/Leo Goldberg Statement.pdf	proposed-move	medium	GAM & CL/	Application-cycle collection; preserve company bundles and review generic guidance separately.
GAM & CL/Loop Capital/Leo Goldberg Cover Letter.docx	recruiting/applications/legacy-undergraduate/GAM-and-cover-letters/Loop Capital/Leo Goldberg Cover Letter.docx	proposed-move	medium	GAM & CL/	Application-cycle collection; preserve company bundles and review generic guidance separately.
GAM & CL/Loop Capital/Leo Goldberg Cover Letter.pdf	recruiting/applications/legacy-undergraduate/GAM-and-cover-letters/Loop Capital/Leo Goldberg Cover Letter.pdf	proposed-move	medium	GAM & CL/	Application-cycle collection; preserve company bundles and review generic guidance separately.
GAM & CL/Piper Sandler/Leo Goldberg Cover Letter.docx	recruiting/applications/legacy-undergraduate/GAM-and-cover-letters/Piper Sandler/Leo Goldberg Cover Letter.docx	proposed-move	medium	GAM & CL/	Application-cycle collection; preserve company bundles and review generic guidance separately.
GAM & CL/Piper Sandler/Leo Goldberg Cover Letter.pdf	recruiting/applications/legacy-undergraduate/GAM-and-cover-letters/Piper Sandler/Leo Goldberg Cover Letter.pdf	proposed-move	medium	GAM & CL/	Application-cycle collection; preserve company bundles and review generic guidance separately.
GAM & CL/Raymond James/Leo Goldberg Cover Letter.docx	recruiting/applications/legacy-undergraduate/GAM-and-cover-letters/Raymond James/Leo Goldberg Cover Letter.docx	proposed-move	medium	GAM & CL/	Application-cycle collection; preserve company bundles and review generic guidance separately.
GAM & CL/Raymond James/Leo Goldberg Cover Letter.pdf	recruiting/applications/legacy-undergraduate/GAM-and-cover-letters/Raymond James/Leo Goldberg Cover Letter.pdf	proposed-move	medium	GAM & CL/	Application-cycle collection; preserve company bundles and review generic guidance separately.
GCC WORKSHOP/AEPI Banner for LinkedIn.jpg	education-and-leadership/organizations/GCC Workshop/AEPI Banner for LinkedIn.jpg	move-as-bundle	high	GCC WORKSHOP/	Workshop and organization materials.
GCC WORKSHOP/GCC Workshop Notes.docx	education-and-leadership/organizations/GCC Workshop/GCC Workshop Notes.docx	move-as-bundle	high	GCC WORKSHOP/	Workshop and organization materials.
GCC WORKSHOP/GCC case prep/httpswww.rocketblocks.meblogprofita.txt	education-and-leadership/organizations/GCC Workshop/GCC case prep/httpswww.rocketblocks.meblogprofita.txt	move-as-bundle	high	GCC WORKSHOP/	Workshop and organization materials.
GCC WORKSHOP/IMG_0771.HEIC	education-and-leadership/organizations/GCC Workshop/IMG_0771.HEIC	move-as-bundle	high	GCC WORKSHOP/	Workshop and organization materials.
GCC WORKSHOP/IMG_0772.HEIC	education-and-leadership/organizations/GCC Workshop/IMG_0772.HEIC	move-as-bundle	high	GCC WORKSHOP/	Workshop and organization materials.
GCC WORKSHOP/IMG_0773.HEIC	education-and-leadership/organizations/GCC Workshop/IMG_0773.HEIC	move-as-bundle	high	GCC WORKSHOP/	Workshop and organization materials.
GCC WORKSHOP/IMG_0774.HEIC	education-and-leadership/organizations/GCC Workshop/IMG_0774.HEIC	move-as-bundle	high	GCC WORKSHOP/	Workshop and organization materials.
GCC WORKSHOP/IMG_1641.heic	education-and-leadership/organizations/GCC Workshop/IMG_1641.heic	move-as-bundle	high	GCC WORKSHOP/	Workshop and organization materials.
GCC WORKSHOP/Photo.pdf	education-and-leadership/organizations/GCC Workshop/Photo.pdf	move-as-bundle	high	GCC WORKSHOP/	Workshop and organization materials.
GCC WORKSHOP/Updated Linked In Profile Pic.jpg	education-and-leadership/organizations/GCC Workshop/Updated Linked In Profile Pic.jpg	move-as-bundle	high	GCC WORKSHOP/	Workshop and organization materials.
GCC/2448bc5d89aa475d94241cbeb22c2fe2.webp	education-and-leadership/organizations/GCC/2448bc5d89aa475d94241cbeb22c2fe2.webp	move-as-bundle	high	GCC/	Organization/program materials.
GCC/Behavioral Interview Proof.png	education-and-leadership/organizations/GCC/Behavioral Interview Proof.png	move-as-bundle	high	GCC/	Organization/program materials.
GCC/Caroline Speck LinkedIn Request.png	education-and-leadership/organizations/GCC/Caroline Speck LinkedIn Request.png	move-as-bundle	high	GCC/	Organization/program materials.
GCC/Case Comp/BfE NMO Case Competition.pdf	education-and-leadership/organizations/GCC/Case Comp/BfE NMO Case Competition.pdf	move-as-bundle	high	GCC/	Organization/program materials.
GCC/Cover Letter Template.docx	education-and-leadership/organizations/GCC/Cover Letter Template.docx	move-as-bundle	high	GCC/	Organization/program materials.
GCC/Diego Sosa LinkedIn Request.png	education-and-leadership/organizations/GCC/Diego Sosa LinkedIn Request.png	move-as-bundle	high	GCC/	Organization/program materials.
GCC/Getting a Top Management Consulting Job from USC_ The Definitive.pdf	education-and-leadership/organizations/GCC/Getting a Top Management Consulting Job from USC_ The Definitive.pdf	move-as-bundle	high	GCC/	Organization/program materials.
GCC/Hans Andrian LinkedIn Request.png	education-and-leadership/organizations/GCC/Hans Andrian LinkedIn Request.png	move-as-bundle	high	GCC/	Organization/program materials.
GCC/Hans Questions - Google Docs.pdf	education-and-leadership/organizations/GCC/Hans Questions - Google Docs.pdf	move-as-bundle	high	GCC/	Organization/program materials.
GCC/Informational Interview Notes.pdf	education-and-leadership/organizations/GCC/Informational Interview Notes.pdf	move-as-bundle	high	GCC/	Organization/program materials.
GCC/Jessica Layton Questions - Google Docs.pdf	education-and-leadership/organizations/GCC/Jessica Layton Questions - Google Docs.pdf	move-as-bundle	high	GCC/	Organization/program materials.
GCC/LEO Treasurer Script 2.docx	education-and-leadership/organizations/GCC/LEO Treasurer Script 2.docx	move-as-bundle	high	GCC/	Organization/program materials.
GCC/Leah Mangano LinkedIn Request.png	education-and-leadership/organizations/GCC/Leah Mangano LinkedIn Request.png	move-as-bundle	high	GCC/	Organization/program materials.
GCC/Leo_Goldberg_CoverLetter.pdf	education-and-leadership/organizations/GCC/Leo_Goldberg_CoverLetter.pdf	move-as-bundle	high	GCC/	Organization/program materials.
GCC/LinkedIn Message Request Proof - Leo Goldberg.pdf	education-and-leadership/organizations/GCC/LinkedIn Message Request Proof - Leo Goldberg.pdf	move-as-bundle	high	GCC/	Organization/program materials.
GCC/Maximizing Your Time in College.pdf	education-and-leadership/organizations/GCC/Maximizing Your Time in College.pdf	move-as-bundle	high	GCC/	Organization/program materials.
GCC/Maximizing Your Time in College.xlsx	education-and-leadership/organizations/GCC/Maximizing Your Time in College.xlsx	move-as-bundle	high	GCC/	Organization/program materials.
GCC/Meeting 1 Slides.pdf	education-and-leadership/organizations/GCC/Meeting 1 Slides.pdf	move-as-bundle	high	GCC/	Organization/program materials.
GCC/Onboarding Rules and Expecations.pdf	education-and-leadership/organizations/GCC/Onboarding Rules and Expecations.pdf	move-as-bundle	high	GCC/	Organization/program materials.
GCC/Pic of Onbaording Class & Exec.jpg	education-and-leadership/organizations/GCC/Pic of Onbaording Class & Exec.jpg	move-as-bundle	high	GCC/	Organization/program materials.
GCC/Poorva Questions - Google Docs.pdf	education-and-leadership/organizations/GCC/Poorva Questions - Google Docs.pdf	move-as-bundle	high	GCC/	Organization/program materials.
GCC/Proof of Interview Completion/Aaron invite.png	education-and-leadership/organizations/GCC/Proof of Interview Completion/Aaron invite.png	move-as-bundle	high	GCC/	Organization/program materials.
GCC/Proof of Interview Completion/Behavioral and Case Interview Proof.pdf	education-and-leadership/organizations/GCC/Proof of Interview Completion/Behavioral and Case Interview Proof.pdf	move-as-bundle	high	GCC/	Organization/program materials.
GCC/Proof of Interview Completion/Taahera  invite.png	education-and-leadership/organizations/GCC/Proof of Interview Completion/Taahera  invite.png	move-as-bundle	high	GCC/	Organization/program materials.
GCC/Proof of Interview Completion/Taahera thank you.PNG	education-and-leadership/organizations/GCC/Proof of Interview Completion/Taahera thank you.PNG	move-as-bundle	high	GCC/	Organization/program materials.
GCC/Proof of Interview Completion/thank you letter - aaron.png	education-and-leadership/organizations/GCC/Proof of Interview Completion/thank you letter - aaron.png	move-as-bundle	high	GCC/	Organization/program materials.
GCC/Reviewed Resume Notes GCC.pdf	education-and-leadership/organizations/GCC/Reviewed Resume Notes GCC.pdf	move-as-bundle	high	GCC/	Organization/program materials.
GCC/Screenshot 2023-11-02 122537.png	education-and-leadership/organizations/GCC/Screenshot 2023-11-02 122537.png	move-as-bundle	high	GCC/	Organization/program materials.
GCC/Su Bin Park LinkedIn Request.png	education-and-leadership/organizations/GCC/Su Bin Park LinkedIn Request.png	move-as-bundle	high	GCC/	Organization/program materials.
GCC/Team Penta Slide Deck.pptx	education-and-leadership/organizations/GCC/Team Penta Slide Deck.pptx	move-as-bundle	high	GCC/	Organization/program materials.
GCC/Tyler Beetle LinkedIn Request.png	education-and-leadership/organizations/GCC/Tyler Beetle LinkedIn Request.png	move-as-bundle	high	GCC/	Organization/program materials.
GCC/fish.jpg	education-and-leadership/organizations/GCC/fish.jpg	move-as-bundle	high	GCC/	Organization/program materials.
GCC/maximizing my time in college.pdf	education-and-leadership/organizations/GCC/maximizing my time in college.pdf	move-as-bundle	high	GCC/	Organization/program materials.
GOldman/Screenshot 2024-01-30 163937.png	recruiting/applications/legacy-undergraduate/Goldman Sachs/Screenshot 2024-01-30 163937.png	move-as-bundle	medium	GOldman/	Likely Goldman application evidence; retain original filename.
